english_name,chinese_name,source_id,extra_json
Intelligent License,智能执照,57,"{""UMD_ID"":""ULJS-00014"",""date"":""2005-07-03"",""genre"":""Puzzle"",""img"":""https://data.yang2000ling.com/img/psp_200/0057.jpg"",""language"":""日语"",""publisher"":""Nowpro"",""region"":""日版""}"
Saru Get Chu! P!,捉猴啦P!,58,"{""UMD_ID"":""UCJS-10004"",""date"":""2005-07-04"",""genre"":""Platformer"",""img"":""https://data.yang2000ling.com/img/psp_200/0058.jpg"",""language"":""日语"",""publisher"":""Sony"",""region"":""日版""}"
Adventure Player,冒险者,59,"{""UMD_ID"":""ULJS-00011"",""date"":""2005-07-04"",""genre"":""Adventure"",""img"":""https://data.yang2000ling.com/img/psp_200/0059.jpg"",""language"":""日语"",""publisher"":""From Software"",""region"":""日版""}"
Doko Demo Issho,随身玩伴,60,"{""UMD_ID"":""UCJS-10002"",""date"":""2005-07-04"",""genre"":""Puzzle"",""img"":""https://data.yang2000ling.com/img/psp_200/0060.jpg"",""language"":""日语"",""publisher"":""Sony"",""region"":""日版""}"
Jissen Pachi-Slot Hisshouhou! Hokuto no Ken Portable,实战柏青嫂必胜法!北斗神拳 携带版,61,"{""UMD_ID"":""ULJM-05020"",""date"":""2005-07-10"",""genre"":""Gambling"",""img"":""https://data.yang2000ling.com/img/psp_200/0061.jpg"",""language"":""日语"",""publisher"":""Sega"",""region"":""日版""}"
Dora-Slot - Suyaku wa Zenigata,王牌老虎机-主角钱形鲁邦三世,62,"{""UMD_ID"":""ULJM-05014"",""date"":""2005-07-12"",""genre"":""Gambling"",""img"":""https://data.yang2000ling.com/img/psp_200/0062.jpg"",""language"":""日语"",""publisher"":""Dorasu"",""region"":""日版""}"
Coded Arms,机密武装,63,"{""UMD_ID"":""ULUS-10019"",""date"":""2005-07-12"",""genre"":""Action"",""img"":""https://data.yang2000ling.com/img/psp_200/0063.jpg"",""language"":""英文"",""publisher"":""Konami"",""region"":""美版""}"
AI Igo,AI围棋,64,"{""UMD_ID"":""ULJS-00008"",""date"":""2005-07-14"",""genre"":""Board Game"",""img"":""https://data.yang2000ling.com/img/psp_200/0064.jpg"",""language"":""日语"",""publisher"":""Marvelous Entertainment"",""region"":""日版""}"
Derby Time,德贝赛马时代,65,"{""UMD_ID"":""UCJS-10006"",""date"":""2005-07-18"",""genre"":""Sport"",""img"":""https://data.yang2000ling.com/img/psp_200/0065.jpg"",""language"":""日语"",""publisher"":""Sony"",""region"":""日版""}"
Baku-No,智能炸弹,66,"{""UMD_ID"":""ULJS-00017"",""date"":""2005-07-18"",""genre"":""Puzzle"",""img"":""https://data.yang2000ling.com/img/psp_200/0066.jpg"",""language"":""日语"",""publisher"":""Eidos"",""region"":""日版""}"
Bomberman - Panic Bomber,炸弹人-燃烧炸弹,67,"{""UMD_ID"":""ULJM-05023"",""date"":""2005-07-18"",""genre"":""Puzzle"",""img"":""https://data.yang2000ling.com/img/psp_200/0067.jpg"",""language"":""日语"",""publisher"":""Hudson Soft"",""region"":""日版""}"
Tenchu - Shinobi Taizen,天诛-忍大全,68,"{""UMD_ID"":""ULJS-00018"",""date"":""2005-07-26"",""genre"":""Action Adventure"",""img"":""https://data.yang2000ling.com/img/psp_200/0068.jpg"",""language"":""日语"",""publisher"":""From Software"",""region"":""日版""}"
Sengoku Cannon - Sengoku Ace Episode III,战国Cannon,69,"{""UMD_ID"":""ULJM-05021"",""date"":""2005-07-29"",""genre"":""Shooter"",""img"":""https://data.yang2000ling.com/img/psp_200/0069.jpg"",""language"":""日语"",""publisher"":""X-Nauts"",""region"":""日版""}"
Star Soldier,星际战士,70,"{""UMD_ID"":""ULJM-05026"",""date"":""2005-07-29"",""genre"":""Shooter"",""img"":""https://data.yang2000ling.com/img/psp_200/0070.jpg"",""language"":""日语"",""publisher"":""Hudson Soft"",""region"":""日版""}"
School Rumble - Anesan Jiken Desu!,校园迷糊大王,71,"{""UMD_ID"":""ULJS-00019"",""date"":""2005-07-29"",""genre"":""Action"",""img"":""https://data.yang2000ling.com/img/psp_200/0071.jpg"",""language"":""日语"",""publisher"":""Bandai"",""region"":""日版""}"
PoPoLoCrois Monogatari - Pietro Ouji no Bouken,波波罗古罗伊斯物语-陂耶多罗王子的冒险,72,"{""UMD_ID"":""UCJS-10005"",""date"":""2005-08-05"",""genre"":""RPG"",""img"":""https://data.yang2000ling.com/img/psp_200/0072.jpg"",""language"":""日语"",""publisher"":""Sony"",""region"":""日版""}"
Taiko no Tatsujin Portable,太鼓达人 携带版,73,"{""UMD_ID"":""ULJS-00020"",""date"":""2005-08-05"",""genre"":""Music"",""img"":""https://data.yang2000ling.com/img/psp_200/0073.jpg"",""language"":""日语"",""publisher"":""Namco"",""region"":""日版""}"
Rockman Dash - Hagane no Boukenshin,洛克人Dash-钢铁之心,74,"{""UMD_ID"":""ULJM-05030"",""date"":""2005-08-05"",""genre"":""Adventure"",""img"":""https://data.yang2000ling.com/img/psp_200/0074.jpg"",""language"":""日语"",""publisher"":""Capcom"",""region"":""日版""}"
AI Mahjong,AI麻将,75,"{""UMD_ID"":""ULJS-00007"",""date"":""2005-08-08"",""genre"":""Board Game"",""img"":""https://data.yang2000ling.com/img/psp_200/0075.jpg"",""language"":""日语"",""publisher"":""Marvelous Entertainment"",""region"":""日版""}"
Hg Hydrium,水银,76,"{""UMD_ID"":""UCJS-10011"",""date"":""2005-08-08"",""genre"":""Puzzle"",""img"":""https://data.yang2000ling.com/img/psp_200/0076.jpg"",""language"":""日语"",""publisher"":""Sony"",""region"":""日版""}"
Eiyuu Densetsu Gagharv Trilogy - Shiroki Majo,英雄传说-白发魔女,77,"{""UMD_ID"":""ULJS-00004"",""date"":""2005-08-09"",""genre"":""RPG"",""img"":""https://data.yang2000ling.com/img/psp_200/0077.jpg"",""language"":""日语"",""publisher"":""Bandai"",""region"":""日版""}"
Yarudora Portable - Kisetsu wo Dakishimete,互动剧场-季节拥抱,78,"{""UMD_ID"":""UCJS-10013"",""date"":""2005-08-09"",""genre"":""Adventure"",""img"":""https://data.yang2000ling.com/img/psp_200/0078.jpg"",""language"":""日语"",""publisher"":""Sony"",""region"":""日版""}"
Yarudora Portable - Double Cast,互动剧场-双重角色,79,"{""UMD_ID"":""UCJS-10012"",""date"":""2005-08-09"",""genre"":""Adventure"",""img"":""https://data.yang2000ling.com/img/psp_200/0079.jpg"",""language"":""日语"",""publisher"":""Sony"",""region"":""日版""}"
Mobile Suit Gundam - Giren no Yabou - Zeon no Keifu,机动战士高达-基连的野望,80,"{""UMD_ID"":""ULJS-00022"",""date"":""2005-08-10"",""genre"":""Strategy"",""img"":""https://data.yang2000ling.com/img/psp_200/0080.jpg"",""language"":""日语"",""publisher"":""Bandai"",""region"":""日版""}"
Mobile Train Simulator + Densha de Go! Tokyo Kyuukou Hen,移动火车模拟+电车GO! 东京急行篇,81,"{""UMD_ID"":""ULJM-05012"",""date"":""2005-08-10"",""genre"":""Simulation"",""img"":""https://data.yang2000ling.com/img/psp_200/0081.jpg"",""language"":""日语"",""publisher"":""Taito"",""region"":""日版""}"
Astonishia Story,阿斯特尼西亚物语,82,"{""UMD_ID"":""ULKS-46021"",""date"":""2005-08-11"",""genre"":""RPG"",""img"":""https://data.yang2000ling.com/img/psp_200/0082.jpg"",""language"":""韩语"",""publisher"":""Sonnori Corp."",""region"":""韩版""}"
Harukanaru Toki no Nakade - Iroetebako,遥远的时空中 彩绘手箱,83,"{""UMD_ID"":""ULJM-05018"",""date"":""2005-08-11"",""genre"":""Strategy"",""img"":""https://data.yang2000ling.com/img/psp_200/0083.jpg"",""language"":""日语"",""publisher"":""Koei"",""region"":""日版""}"
Jitsuwa Kaidan - Shinmimi Bukuro - Ichi no Shou,实话怪谭 新耳袋,84,"{""UMD_ID"":""ULJM-05028"",""date"":""2005-08-11"",""genre"":""Action"",""img"":""https://data.yang2000ling.com/img/psp_200/0084.jpg"",""language"":""日语"",""publisher"":""Metro"",""region"":""日版""}"
AI Shougi,AI将棋,85,"{""UMD_ID"":""ULJS-00009"",""date"":""2005-08-13"",""genre"":""Board Game"",""img"":""https://data.yang2000ling.com/img/psp_200/0085.jpg"",""language"":""日语"",""publisher"":""Marvelous Entertainment"",""region"":""日版""}"
Dora-Slot - Bakuenchi! Kyoujin no Hoshi II,实战柏青嫂!巨人之星2,86,"{""UMD_ID"":""ULJM-05027"",""date"":""2005-08-13"",""genre"":""Action"",""img"":""https://data.yang2000ling.com/img/psp_200/0086.jpg"",""language"":""日语"",""publisher"":""Dorasu"",""region"":""日版""}"
Piposaru Academia,比波猴学院 捉猴大全集,87,"{""UMD_ID"":""UCKS-45003"",""date"":""2005-08-13"",""genre"":""Party"",""img"":""https://data.yang2000ling.com/img/psp_200/0087.jpg"",""language"":""韩语"",""publisher"":""Sony"",""region"":""韩版""}"
Higanjima,彼岸岛,88,"{""UMD_ID"":""ULJS-00013"",""date"":""2005-08-14"",""genre"":""Action"",""img"":""https://data.yang2000ling.com/img/psp_200/0088.jpg"",""language"":""日语"",""publisher"":""NowPro"",""region"":""日版""}"
San Goku Shi V,三国志5,89,"{""UMD_ID"":""ULAS-42014"",""date"":""2005-08-14"",""genre"":""Strategy"",""img"":""https://data.yang2000ling.com/img/psp_200/0089.jpg"",""language"":""中文"",""publisher"":""Koei"",""region"":""中国版""}"
Ridge Racer,山脊赛车,90,"{""UMD_ID"":""UCES-00002"",""date"":""2005-08-17"",""genre"":""Racing"",""img"":""https://data.yang2000ling.com/img/psp_200/0090.jpg"",""language"":""西班牙语|意大利语|德语|英文|法文"",""publisher"":""Sony"",""region"":""欧版""}"
Death Jr.,小死神,91,"{""UMD_ID"":""ULUS-10027"",""date"":""2005-08-18"",""genre"":""Platformer"",""img"":""https://data.yang2000ling.com/img/psp_200/0091.jpg"",""language"":""英文"",""publisher"":""Konami"",""region"":""美版""}"
NBA Street Showdown,NBA街头篮球,92,"{""UMD_ID"":""ULUS-10010"",""date"":""2005-08-18"",""genre"":""Sport"",""img"":""https://data.yang2000ling.com/img/psp_200/0092.jpg"",""language"":""英文"",""publisher"":""Electronic Arts"",""region"":""美版""}"
Mahjong Taikai,麻雀大会,93,"{""UMD_ID"":""ULJM-05004"",""date"":""2005-08-19"",""genre"":""Mahjong"",""img"":""https://data.yang2000ling.com/img/psp_200/0093.jpg"",""language"":""日语"",""publisher"":""Koei"",""region"":""日版""}"
Tenchi no Mon,天地之门,94,"{""UMD_ID"":""UCJS-10010"",""date"":""2005-08-19"",""genre"":""Action RPG"",""img"":""https://data.yang2000ling.com/img/psp_200/0094.jpg"",""language"":""日语"",""publisher"":""Sony"",""region"":""日版""}"
F1 Grand Prix,F1格兰披治大赛,95,"{""UMD_ID"":""UCES-00004"",""date"":""2005-08-21"",""genre"":""Racing"",""img"":""https://data.yang2000ling.com/img/psp_200/0095.jpg"",""language"":""西班牙语|意大利语|德语|英文|法文"",""publisher"":""Sony"",""region"":""欧版""}"
Breath of Fire III,龙战士3,96,"{""UMD_ID"":""ULJM-05029"",""date"":""2005-08-22"",""genre"":""RPG"",""img"":""https://data.yang2000ling.com/img/psp_200/0096.jpg"",""language"":""日语"",""publisher"":""Capcom"",""region"":""日版""}"
