english_name,chinese_name,source_id,extra_json
"Horde, The (Europe)",部落（欧版）,3DO#206,
"Horde, The (Japan)",部落（日版）,3DO#207,
"Horde, The (USA)",部落（美版）,3DO#208,
"Horde, The (USA) (RCB)",部落（美版） (RCB),3DO#209,
Icebreaker (USA),破冰者（美版）,3DO#210,
Icebreaker II (USA) (Bonus Disk) (Unl),破冰者2（美版） （附赠光碟） （非官方版）,3DO#211,
Ide Yousuke Meijin no Shin Jissen Mahjong (Japan),井出洋介名人的新実戦麻雀（日版）,3DO#212,
Idol Janshi Suchie-Pai Special (Japan),偶像雀士特别篇（日版）,3DO#213,
Idol Mahjong - Final Romance 2 - Hyper Edition (Japan),麻将罗曼史2（日版）,3DO#214,
Igo Time Trial - Shikatsu Daihyakka (Japan),围棋时间·试行 生死大百科（日版）,3DO#215,
Igo Time Trial - Tsumego I (Japan),围棋时间·试行 詰碁 1（日版）,3DO#216,
Immercenary (Europe),完美世界（欧版）,3DO#217,
Immercenary - Combat in a Digital World (USA),完美世界 数字世界中的战斗（美版）,3DO#218,
Immortal Desire (USA),不朽的欲望（美版）,3DO#219,
"Incredible Machine, The (Europe)",不可思议的机器（欧版）,3DO#220,
"Incredible Machine, The (USA)",不可思议的机器（美版）,3DO#221,
"Incredible Machine, The - Pararancho (Japan)",不可思议的机器（日版）,3DO#222,
Insector War (Japan),杀虫战记（日版）,3DO#223,
"Interplay 3DO Buffet, The (USA)",,3DO#224,
Iron Angel of the Apocalypse - Tetsujin (Europe),世界末日的铁天使 铁人（欧版）,3DO#225,
Iron Angel of the Apocalypse - Tetsujin (USA),世界末日的铁天使 铁人（美版）,3DO#226,
Iron Angel of the Apocalypse - The Return (USA),世界末日的铁天使 回归（美版）,3DO#227,
Ishida Yoshio Kudan no Igo Seiha (Japan),石田芳夫九段之围棋制霸（日版）,3DO#228,
J. B. Harold - Blue Chicago Blues (Japan) (Disc 1),JB哈罗德:蓝色的芝加哥布鲁斯（日版） （光碟 1）,3DO#229,
J. B. Harold - Blue Chicago Blues (Japan) (Disc 2),JB哈罗德:蓝色的芝加哥布鲁斯（日版） （光碟 2）,3DO#230,
J.League Virtual Stadium '95 (Japan),J联盟虚拟体育场 95（日版）,3DO#231,
J.League Virtual Stadium (Japan),J联盟虚拟体育场（日版）,3DO#232,
Jammit (USA),,3DO#233,
Jiei Shoubou Katsudou no Gakushuu - 3DO TES (3DO Training Educational System) (Japan),,3DO#234,
Jietai World (Japan),,3DO#235,
Jikki Pachi-Slot Simulator Vol. 1 (Japan),Jikki Pachi插槽模拟器 vol1（日版）,3DO#236,
John Madden Football (USA),约翰麦登橄榄球（美版）,3DO#237,
John Madden Football (USA) (Alt),约翰麦登橄榄球（美版） (Alt),3DO#238,
John Madden NFL Football (Europe),约翰麦登橄榄球（欧版）,3DO#239,
Johnny Bazookatone (Europe),约翰尼的火箭筒（欧版）,3DO#240,
Johnny Bazookatone (USA),约翰尼的火箭筒（美版）,3DO#241,
Jurassic Park Interactive (Japan),侏罗纪公园（日版）,3DO#242,
Jurassic Park Interactive (USA),侏罗纪公园（美版）,3DO#243,
Kakinoki Shougi (Japan),柿木将棋（日版）,3DO#244,
Keiba Saishou no Housoku (Japan),競馬最勝的法則（日版）,3DO#245,
Kero Kero Keroppi to Origami no Tabibito (Japan),青蛙大冒险（日版）,3DO#246,
Killing Time (Europe),杀戮时刻（欧版）,3DO#247,
Killing Time (USA) (RE1),杀戮时刻（美版） (RE1),3DO#248,
Killing Time (USA) (RE2),杀戮时刻（美版） (RE2),3DO#249,
"Kingdom - The Far Reaches (USA, Europe)",王国-遥远（美版 欧版）,3DO#250,
Konpeki no Kantai (Japan),绀碧之舰队（日版）,3DO#251,
Konpeki no Kantai (Japan) (Rev 1),绀碧之舰队（日版） （修正版 1）,3DO#252,
Kyuumei Kyuukyuu Teate no ABC (Japan),,3DO#253,
Kyuusei Senjutsu ni Yoru - Heisei Kaiun Koyomi (Japan),九星占卜术 开运历（日版）,3DO#254,
"Last Bounty Hunter, The (USA)",最后的赏金猎人（美版）,3DO#255,
Lemmings (Japan),旅鼠（日版）,3DO#256,
Lemmings (USA),旅鼠（美版）,3DO#257,
"Life Stage, The - Virtual House (Japan)",生命阶段 虚拟小屋（日版）,3DO#258,
"Life Stage, The - Virtual House (Japan) (Rev 1)",生命阶段 虚拟小屋（日版） （修正版 1）,3DO#259,
"Life Stage, The - Virtual House (USA, Korea)",生命阶段 虚拟小屋（美版，韩版）,3DO#260,
"Little House, The (Japan)",,3DO#261,
Live! 3DO Magazine CD-ROM 1 (Japan),3DO游戏杂志CD 1（日版）,3DO#262,
Live! 3DO Magazine CD-ROM 10 (Japan),3DO游戏杂志CD 10（日版）,3DO#263,
Live! 3DO Magazine CD-ROM 11 (Japan),3DO游戏杂志CD 11（日版）,3DO#264,
Live! 3DO Magazine CD-ROM 2 (Japan),3DO游戏杂志CD 2（日版）,3DO#265,
Live! 3DO Magazine CD-ROM 3 (Japan),3DO游戏杂志CD 3（日版）,3DO#266,
Live! 3DO Magazine CD-ROM 4 (Japan),3DO游戏杂志CD 4（日版）,3DO#267,
Live! 3DO Magazine CD-ROM 5 (Japan),3DO游戏杂志CD 5（日版）,3DO#268,
Live! 3DO Magazine CD-ROM 6 (Japan),3DO游戏杂志CD 6（日版）,3DO#269,
Live! 3DO Magazine CD-ROM 7 (Japan),3DO游戏杂志CD 7（日版）,3DO#270,
Live! 3DO Magazine CD-ROM 8 (Japan),3DO游戏杂志CD 8（日版）,3DO#271,
Live! 3DO Magazine CD-ROM 9 (Japan),3DO游戏杂志CD 9（日版）,3DO#272,
Lost Dungeon (Japan),失落的地下城（日版）,3DO#273,
"Lost Eden (USA, Korea)",失落的伊甸园（美版，韩版）,3DO#274,
"Lost Files of Sherlock Holmes, The (Europe)",福尔摩斯丢失的档案（欧版）,3DO#275,
"Lost Files of Sherlock Holmes, The (USA)",福尔摩斯丢失的档案（美版）,3DO#276,
Love Bites (USA),恋爱字节（美版）,3DO#277,
Lucienne's Quest (USA),吕西安娜的谜题（美版）,3DO#278,
Mad Dog II - The Lost Gold (USA),疯狗2消失的黄金城（美版）,3DO#279,
Mad Dog McCree (USA),疯狗 麦克里（美版）,3DO#280,
Mahjong Gokuu Tenjiku (Japan),麻雀悟空 天竺（日版）,3DO#281,
Mahjong-kyou Jidai - AV Gal Seifuku-hen (Japan),麻雀狂时代 av辣妹制服（日版）,3DO#282,
Mahjong-kyou Jidai Cogal Houkago-hen (Japan),麻将狂时代 高中辣妹放学后篇（日版）,3DO#283,
Makaroni Hourensou Interactive (Japan),マカロニほうれん荘　インタラクティブ（日版）,3DO#284,
Mathemagics - An Interactive Learning Cube (USA),数学 互动教学（美版）,3DO#285,
Mazer (USA),马泽尔（美版）,3DO#286,
"MegaRace (Europe) (En,Fr,De,Es,It)","烈火战车（欧版） (En,Fr,De,Es,It)",3DO#287,
MegaRace (Japan),烈火战车（日版）,3DO#288,
"MegaRace (USA, Europe) (En,Fr,De,Es,It)","烈火战车（美版 欧版） (En,Fr,De,Es,It)",3DO#289,
"MegaRace (USA, Korea) (En,Fr,De,Es,It)","烈火战车（美版，韩版） (En,Fr,De,Es,It)",3DO#290,
Microcosm (Japan),缩影（日版）,3DO#291,
Microcosm (USA),缩影（美版）,3DO#292,
Mind Teazzer (USA),,3DO#293,
Mirai Shounen Conan - Digital Library (Japan),未来少年柯南 - 数字图书馆（日版）,3DO#294,
Monoshiri Jiyuugaku - Ogura Hyakunin Isshu-hen (Japan),小倉百人一首編（日版）,3DO#295,
Montana Jones (Japan),夺宝奇谋（日版）,3DO#296,
Montana Jones (Japan) (Demo),夺宝奇谋（日版） （演示版）,3DO#297,
Moon Cradle - Igyou no Hanayome (Japan),月球摇篮 异型的新娘（日版）,3DO#298,
Multimedia Shinsho - Driving School - Futsuu Menkyo Gakka-hen (Japan),,3DO#299,
"Murphy da yo Zen'in Shuugou!! (Japan) (En,Ja)","全员集合！（日版） (En,Ja)",3DO#300,
Myst (Germany),神秘岛（德国版）,3DO#301,
Myst (Japan),神秘岛（日版）,3DO#302,
Myst (Japan) (Rev A),神秘岛（日版） （修正版 A）,3DO#303,
Myst (USA),神秘岛（美版）,3DO#304,
N.O.B. (Neo Organic Bioform) (Japan),,3DO#305,
Nais How's 1 - Front How's ('95.8.1 Version 1.0 R2.0) (Japan),,3DO#306,
"Naoko to Hide-bou - Kanji no Tensai 1 - Bushu-hen, Bushu no Namae ga Tanoshii Chou Kioku-hou (Japan)",漢字の天才１　部首編・部首の名前が楽しい超記憶法（日版）,3DO#307,
Naoko to Hide-bou - Sansuu no Tensai 1 - Wa to Sa no Bunshoudai Tsurukamezan Part I (Butsubutsu Koukan no Maki) (Japan),算数の天才１　和と差の文章題・つるカメ算パートⅠ（物々交換の巻）(Butsubutsu Koukan no Maki) （日版）,3DO#308,
Naoko to Hide-bou - Sansuu no Tensai 2 - Hayasa no Bunshoudai Tsuukasan Part I (Japan),算数の天才２　速さの文章題・通過算パートⅠ（日版）,3DO#309,
National-Panasonic Collection (Japan),,3DO#310,
Nemurenu Yoru no Chiisana Ohanashi (Japan),不眠之夜的小故事（日版）,3DO#311,
NeuroDancer - Journey into the Neuronet! (USA),神经舞者-神经网络之旅！（美版）,3DO#312,
New How's 1 - Front How's ('94.9.1 Version 1.0) (Japan) (Rev A),,3DO#313,
NFL Madden Football (Japan),NFL疯狂橄榄球（日版）,3DO#314,
Nice Body - For Professional Use (Japan),泳衣写真（日版）,3DO#315,
Night Trap (Japan) (Disc 1),午夜陷阱（日版） （光碟 1）,3DO#316,
Night Trap (Japan) (Disc 2),午夜陷阱（日版） （光碟 2）,3DO#317,
Night Trap (USA) (Disc 1),午夜陷阱（美版） （光碟 1）,3DO#318,
